-8.01743,110.31765,Gumuk Pasir
-8.02736,110.33706,Pantai Parangtritis
-8.01417,110.29302,Pantai Depok
-8.02282,110.3236,Pantai Parangkusumo
-7.87166,110.42632,Puncak Sosok
-7.92597,110.43085,Hutan Pinus Sari
-7.82829,110.3998,Kotagede
-7.87526,110.38029,Stadion Sultan Agung
-7.91484,110.43558,Bukit Lintang Sewu
-7.86183,110.31465,Gua Selarong
